Date;Time;CO(GT);NMHC(GT);C6H6(GT);NOx(GT);NO2(GT);T;RH;AH
30/04/2004;10.00.00;2,7;212;12,6;191;116;16,3;73,2;1,3458
30/04/2004;11.00.00;2,6;166;12,9;215;109;16,0;78,5;1,4209
30/04/2004;12.00.00;3,2;214;14,9;212;116;17,3;72,4;1,4125
30/04/2004;13.00.00;3,4;377;17,4;202;115;19,4;60,9;1,3545
30/04/2004;14.00.00;2,6;210;15,4;153;94;21,4;50,9;1,2823
30/04/2004;15.00.00;3,4;265;16,7;185;121;22,7;45,8;1,2465
30/04/2004;16.00.00;4;365;18,0;210;114;20,9;60,8;1,4852
30/04/2004;17.00.00;4,5;454;19,2;215;110;21,0;54,3;1,3353
30/04/2004;18.00.00;4,2;460;21,0;215;122;20,8;54,4;1,3194
30/04/2004;19.00.00;5,7;642;26,9;281;135;19,8;58,6;1,3392
30/04/2004;20.00.00;4,4;501;19,5;254;133;19,1;61,1;1,3345
30/04/2004;21.00.00;3,1;234;15,1;189;110;18,2;65,4;1,3529
30/04/2004;22.00.00;3;212;14,6;174;102;18,1;66,1;1,3579
30/04/2004;23.00.00;3,1;275;13,7;167;108;17,7;66,9;1,3422
01/05/2004;00.00.00;3,5;275;15,2;185;110;17,8;66,8;1,3460
01/05/2004;01.00.00;2,4;-200;9,3;129;84;17,3;68,3;1,3346
01/05/2004;02.00.00;1,6;-200;6,5;85;71;16,5;70,2;1,3099
01/05/2004;03.00.00;1,3;-200;6,3;-200;-200;15,7;73,1;1,2902
01/05/2004;04.00.00;-200;-200;3,5;35;42;16,2;69,9;1,2756
01/05/2004;05.00.00;0,6;-200;2,6;24;32;16,7;67,1;1,2619
01/05/2004;06.00.00;0,7;-200;3,1;30;35;16,7;66,9;1,2631
01/05/2004;07.00.00;1,2;-200;6,5;75;67;16,9;66,5;1,2688
01/05/2004;08.00.00;1,5;-200;6,5;79;73;17,7;62,0;1,2458
01/05/2004;09.00.00;1,8;-200;8,8;104;86;19,4;54,6;1,2184
01/05/2004;10.00.00;2,1;-200;8,8;118;89;21,6;46,1;1,1725
01/05/2004;11.00.00;1,9;-200;9,2;105;86;24,6;36,7;1,1202
01/05/2004;12.00.00;2;-200;9,2;101;86;26,0;31,9;1,0566
01/05/2004;13.00.00;1,3;-200;6,1;65;66;25,6;31,5;1,0184
01/05/2004;14.00.00;1,3;-200;6,5;59;68;24,8;34,8;1,0716
01/05/2004;15.00.00;1,8;-200;9,2;80;82;26,1;30,3;1,0101
01/05/2004;16.00.00;2;-200;8,3;98;91;25,5;33,5;1,0767
01/05/2004;17.00.00;1,8;-200;8,3;89;95;23,7;37,2;1,0746
01/05/2004;18.00.00;2,4;-200;11,0;114;104;22,3;38,9;1,0324
01/05/2004;19.00.00;4;-200;14,7;195;131;20,7;42,8;1,0298
01/05/2004;20.00.00;2,8;-200;10,8;156;112;19,0;51,7;1,1222
01/05/2004;21.00.00;2;-200;9,4;109;100;17,8;55,5;1,1174
01/05/2004;22.00.00;3,6;-200;14,8;184;115;17,4;57,6;1,1342
01/05/2004;23.00.00;3,7;-200;13,3;190;129;17,6;58,5;1,1645
02/05/2004;00.00.00;2,3;-200;8,4;105;99;17,2;59,3;1,1551
02/05/2004;01.00.00;1,8;-200;7,9;76;74;17,1;60,4;1,1633
02/05/2004;02.00.00;0,9;-200;5,5;38;55;16,4;62,2;1,1507
02/05/2004;03.00.00;1,6;-200;6,6;-200;-200;14,8;67,6;1,1352
02/05/2004;04.00.00;-200;-200;3,3;26;35;14,8;65,8;1,1028
02/05/2004;05.00.00;0,6;-200;2,6;33;37;14,7;65,2;1,0811
02/05/2004;06.00.00;0,7;-200;3,6;57;45;13,1;70,2;1,0554
02/05/2004;07.00.00;0,8;-200;4,8;48;46;14,3;66,2;1,0728
02/05/2004;08.00.00;1,2;-200;5,9;87;68;16,0;61,6;1,1083
02/05/2004;09.00.00;1,4;-200;6,9;94;77;17,7;56,4;1,1342
02/05/2004;10.00.00;1,6;-200;8,5;89;79;21,3;44,7;1,1157
02/05/2004;11.00.00;1,3;-200;6,1;78;72;23,6;36,4;1,0431
02/05/2004;12.00.00;1,3;-200;6,2;72;68;24,3;34,0;1,0149
02/05/2004;13.00.00;1,1;-200;4,8;64;64;24,4;32,7;0,9863
02/05/2004;14.00.00;1,2;-200;6,8;70;73;24,6;31,7;0,9647
02/05/2004;15.00.00;1,5;-200;7,0;92;84;23,9;34,3;1,0020
02/05/2004;16.00.00;1,1;-200;5,5;69;67;25,9;28,1;0,9258
02/05/2004;17.00.00;1,9;-200;9,5;131;106;24,5;32,3;0,9815
02/05/2004;18.00.00;2,3;-200;11,9;144;114;22,6;39,3;1,0600
02/05/2004;19.00.00;3,3;-200;13,8;209;123;21,2;47,5;1,1828
02/05/2004;20.00.00;2,6;-200;10,7;170;108;19,9;54,9;1,2632
02/05/2004;21.00.00;2,2;-200;9,7;152;100;19,4;52,1;1,1642
02/05/2004;22.00.00;2,3;-200;10,2;171;118;19,4;42,6;0,9485
02/05/2004;23.00.00;2;-200;8,3;153;121;19,1;44,1;0,9660
03/05/2004;00.00.00;1,6;-200;7,1;97;94;18,0;49,3;1,0086
03/05/2004;01.00.00;0,8;-200;3,0;37;52;17,6;54,6;1,0918
03/05/2004;02.00.00;0,6;-200;2,2;26;39;16,4;62,1;1,1493
03/05/2004;03.00.00;0,4;-200;1,7;-200;-200;15,6;65,3;1,1484
03/05/2004;04.00.00;-200;-200;1,5;25;33;16,0;61,4;1,1043
03/05/2004;05.00.00;0,7;-200;3,7;61;57;15,8;64,3;1,1416
03/05/2004;06.00.00;1,3;-200;8,2;152;80;16,0;65,8;1,1844
03/05/2004;07.00.00;3,4;-200;21,1;283;101;16,8;62,5;1,1869
03/05/2004;08.00.00;4,7;-200;26,5;320;109;16,9;66,1;1,2613
03/05/2004;09.00.00;3,4;-200;17,4;318;109;17,4;68,9;1,3557
03/05/2004;10.00.00;2,5;-200;12,9;201;111;21,4;45,0;1,1291
03/05/2004;11.00.00;2;-200;10,9;135;102;23,9;30,7;0,9002
03/05/2004;12.00.00;1,9;-200;11,0;127;96;26,8;25,2;0,8721
03/05/2004;13.00.00;1,7;-200;10,8;102;90;28,4;23,6;0,8983
03/05/2004;14.00.00;1,4;-200;10,0;74;69;30,3;20,1;0,8539
03/05/2004;15.00.00;1,5;-200;11,2;81;74;30,9;19,7;0,8649
03/05/2004;16.00.00;2,4;-200;16,8;129;102;30,2;20,5;0,8672
03/05/2004;17.00.00;3,9;-200;23,6;190;128;26,4;34,6;1,1724
03/05/2004;18.00.00;4,2;-200;23,3;192;130;24,9;39,4;1,2268
03/05/2004;19.00.00;3,7;-200;19,4;163;120;23,5;43,7;1,2484
03/05/2004;20.00.00;3,2;-200;13,1;149;113;19,3;63,1;1,4028
03/05/2004;21.00.00;2;-200;9,8;119;100;18,7;64,6;1,3836
03/05/2004;22.00.00;1,1;-200;5,3;61;70;19,5;57,1;1,2806
03/05/2004;23.00.00;1,5;-200;6,7;84;83;18,9;62,5;1,3521
04/05/2004;00.00.00;1,3;-200;5,5;79;81;18,4;65,8;1,3802
04/05/2004;01.00.00;1;-200;3,7;58;69;16,4;79,2;1,4681
04/05/2004;02.00.00;0,6;-200;2,2;32;48;16,1;80,0;1,4562
04/05/2004;03.00.00;0,4;-200;1,5;-200;-200;15,6;81,0;1,4302
04/05/2004;04.00.00;-200;-200;1,5;21;28;15,6;81,0;1,4216
04/05/2004;05.00.00;0,6;-200;2,9;49;47;15,7;80,5;1,4236
04/05/2004;06.00.00;1,9;-200;9,9;180;88;16,0;80,8;1,4602
04/05/2004;07.00.00;4,5;-200;23,0;302;109;16,6;78,0;1,4572
04/05/2004;08.00.00;4,3;-200;22,3;258;113;16,1;79,2;1,4398
04/05/2004;09.00.00;3,2;-200;16,2;192;104;17,7;70,8;1,4171
04/05/2004;10.00.00;1,3;-200;7,9;84;65;20,3;54,8;1,2867
04/05/2004;11.00.00;2,2;-200;12,4;128;87;21,2;49,3;1,2271
04/05/2004;12.00.00;2,6;-200;13,6;145;99;21,5;47,9;1,2178
04/05/2004;13.00.00;2,3;-200;12,3;132;100;21,4;47,7;1,2047
04/05/2004;14.00.00;2,4;-200;12,1;136;105;20,4;54,0;1,2757
04/05/2004;15.00.00;2,6;-200;12,9;140;97;19,9;57,1;1,3158
04/05/2004;16.00.00;1,2;-200;6,3;55;54;19,9;55,2;1,2701
04/05/2004;17.00.00;1,6;-200;10,6;67;59;19,5;55,7;1,2512
04/05/2004;18.00.00;3,9;-200;20,6;191;109;18,3;62,8;1,3127
04/05/2004;19.00.00;4,7;-200;22,1;227;125;17,2;68,3;1,3289
04/05/2004;20.00.00;5,4;-200;20,8;264;132;16,1;75,2;1,3654
04/05/2004;21.00.00;3;-200;11,8;196;110;16,6;70,8;1,3253
04/05/2004;22.00.00;0,9;-200;4,3;43;53;18,5;56,0;1,1810
04/05/2004;23.00.00;1,1;-200;5,0;58;61;17,3;59,5;1,1667
05/05/2004;00.00.00;0,7;-200;2,3;33;41;18,6;52,3;1,1121
05/05/2004;01.00.00;0,5;-200;1,4;14;22;19,0;49,8;1,0831
05/05/2004;02.00.00;0,5;-200;1,5;18;28;15,7;64,5;1,1400
05/05/2004;03.00.00;0,5;-200;1,8;-200;-200;15,5;66,9;1,1691
05/05/2004;04.00.00;-200;-200;2,1;28;41;14,7;74,1;1,2302
05/05/2004;05.00.00;0,8;-200;3,5;56;54;14,6;77,1;1,2727
05/05/2004;06.00.00;1,3;-200;6,9;108;81;14,5;78,3;1,2851
05/05/2004;07.00.00;3,5;-200;19,1;251;107;15,1;76,8;1,3061
05/05/2004;08.00.00;-200;-200;22,0;-200;-200;16,4;70,8;1,3088
05/05/2004;09.00.00;3,9;-200;18,9;255;124;16,4;72,4;1,3379
05/05/2004;10.00.00;2,9;-200;13,0;214;123;16,3;68,6;1,2657
05/05/2004;11.00.00;2,6;-200;13,0;190;120;17,2;62,9;1,2228
05/05/2004;12.00.00;3;-200;14,5;182;113;17,4;61,1;1,2060
05/05/2004;13.00.00;3,7;-200;19,7;202;114;16,8;66,8;1,2691
05/05/2004;14.00.00;3,9;-200;19,4;224;120;17,3;62,6;1,2260
05/05/2004;15.00.00;3,5;-200;16,4;221;125;17,5;60,8;1,2029
05/05/2004;16.00.00;2,4;-200;11,2;126;88;17,5;59,2;1,1725
05/05/2004;17.00.00;1,6;-200;10,0;79;72;17,7;56,9;1,1392
05/05/2004;18.00.00;3;-200;14,6;137;103;17,1;61,5;1,1873
05/05/2004;19.00.00;1,6;-200;8,5;68;67;17,5;63,9;1,2667
05/05/2004;20.00.00;2,1;-200;9,2;96;79;15,9;70,7;1,2672
05/05/2004;21.00.00;1,8;-200;6,9;111;89;15,1;75,1;1,2799
05/05/2004;22.00.00;1,1;-200;3,7;56;67;13,9;72,5;1,1502
05/05/2004;23.00.00;1,5;-200;4,9;81;83;12,0;79,8;1,1175
06/05/2004;00.00.00;1,4;-200;4,6;79;76;12,5;75,8;1,0938
06/05/2004;01.00.00;0,9;-200;3,4;46;58;12,0;75,0;1,0499
06/05/2004;02.00.00;0,5;-200;1,2;19;30;12,6;72,2;1,0503
06/05/2004;03.00.00;0,4;-200;1,0;-200;-200;12,7;71,6;1,0486
06/05/2004;04.00.00;-200;-200;1,2;15;22;13,1;67,1;1,0079
06/05/2004;05.00.00;0,6;-200;2,3;48;50;13,2;64,6;0,9774
06/05/2004;06.00.00;1,3;-200;6,1;128;92;13,1;65,6;0,9815
06/05/2004;07.00.00;2,9;-200;16,8;193;101;14,7;58,5;0,9688
06/05/2004;08.00.00;3,6;-200;20,3;203;121;15,9;53,1;0,9529
06/05/2004;09.00.00;3,4;-200;16,4;220;130;17,9;46,1;0,9388
06/05/2004;10.00.00;2,5;-200;12,5;161;114;20,2;37,7;0,8833
06/05/2004;11.00.00;2,1;-200;9,8;135;100;18,5;42,8;0,9026
06/05/2004;12.00.00;1,1;-200;5,2;57;56;13,0;64,3;0,9586
06/05/2004;13.00.00;1,8;-200;8,9;91;75;15,1;54,5;0,9309
06/05/2004;14.00.00;3;-200;14,1;219;121;13,6;65,5;1,0184
06/05/2004;15.00.00;3,1;-200;12,7;239;128;12,3;78,3;1,1154
06/05/2004;16.00.00;3,6;-200;14,6;209;139;12,7;74,2;1,0863
06/05/2004;17.00.00;3,3;-200;12,4;169;122;14,4;64,2;1,0490
06/05/2004;18.00.00;1,8;-200;9,4;92;92;15,6;58,3;1,0266
06/05/2004;19.00.00;2,1;-200;11,0;107;97;15,0;61,4;1,0385
06/05/2004;20.00.00;2,2;-200;8,9;122;98;13,7;65,8;1,0254
06/05/2004;21.00.00;1,6;-200;6,6;100;93;12,3;66,4;0,9440
06/05/2004;22.00.00;0,9;-200;3,9;51;65;15,4;58,8;1,0215
06/05/2004;23.00.00;1,8;-200;7,3;93;81;14,1;64,9;1,0405
07/05/2004;00.00.00;2,3;-200;8,2;145;102;13,8;64,7;1,0168
07/05/2004;01.00.00;2;-200;7,5;106;91;13,5;67,8;1,0420
07/05/2004;02.00.00;0,9;-200;3,3;46;56;13,7;69,4;1,0794
07/05/2004;03.00.00;0,6;-200;2,4;-200;-200;13,9;67,7;1,0712
07/05/2004;04.00.00;-200;-200;2,2;32;41;14,0;67,8;1,0787
07/05/2004;05.00.00;0,7;-200;2,8;51;48;14,6;61,1;1,0075
07/05/2004;06.00.00;1,5;-200;7,5;89;72;14,3;60,5;0,9847
07/05/2004;07.00.00;3,7;-200;19,8;214;106;14,9;56,9;0,9582
07/05/2004;08.00.00;4,2;-200;22,1;196;107;16,4;50,2;0,9286
07/05/2004;09.00.00;3,4;-200;15,0;224;127;16,0;50,9;0,9211
07/05/2004;10.00.00;2,4;-200;9,3;174;114;18,6;42,8;0,9091
07/05/2004;11.00.00;1,3;-200;6,3;90;101;19,7;33,7;0,7646
07/05/2004;12.00.00;1,5;-200;8,2;89;95;21,2;27,7;0,6864
07/05/2004;13.00.00;2,2;-200;10,9;132;110;19,7;28,5;0,6445
07/05/2004;14.00.00;1,8;-200;9,3;114;101;19,8;29,7;0,6780
07/05/2004;15.00.00;1,9;-200;8,4;107;106;19,2;35,6;0,7856
07/05/2004;16.00.00;2,3;-200;9,4;140;116;14,2;60,5;0,9765
07/05/2004;17.00.00;3,6;-200;17,9;187;124;12,9;69,1;1,0249
07/05/2004;18.00.00;4,3;-200;17,4;222;133;12,7;70,4;1,0294
07/05/2004;19.00.00;2,2;-200;10,5;117;96;13,9;62,7;0,9905
07/05/2004;20.00.00;1,5;-200;7,5;89;85;13,9;62,9;0,9948
07/05/2004;21.00.00;2;-200;8,0;130;97;13,4;65,2;0,9996
07/05/2004;22.00.00;2;-200;7,7;133;97;13,4;64,6;0,9864
07/05/2004;23.00.00;2,1;-200;7,3;144;101;13,3;63,6;0,9677
08/05/2004;00.00.00;1,5;-200;6,4;99;85;13,3;61,8;0,9433
08/05/2004;01.00.00;2,2;-200;5,6;102;80;13,6;59,7;0,9271
08/05/2004;02.00.00;0,5;-200;1,5;27;33;14,6;53,3;0,8807
08/05/2004;03.00.00;-200;-200;1,5;-200;-200;14,3;51,7;0,8412
08/05/2004;04.00.00;-200;-200;1,2;-200;-200;10,9;67,5;0,8785
08/05/2004;05.00.00;-200;-200;1,6;-200;-200;7,4;85,2;0,8808
08/05/2004;06.00.00;-200;-200;2,6;-200;-200;8,7;81,5;0,9190
08/05/2004;07.00.00;-200;-200;5,9;-200;-200;10,3;75,6;0,9458
08/05/2004;08.00.00;-200;-200;8,5;-200;-200;11,0;75,0;0,9821
08/05/2004;09.00.00;-200;-200;7,7;-200;-200;13,6;66,1;1,0236
08/05/2004;10.00.00;-200;-200;6,9;-200;-200;14,7;63,1;1,0488
08/05/2004;11.00.00;-200;-200;10,1;-200;-200;13,8;72,3;1,1361
08/05/2004;12.00.00;-200;-200;11,1;-200;-200;13,3;76,8;1,1703
08/05/2004;13.00.00;-200;-200;9,2;-200;-200;16,2;60,0;1,0937
08/05/2004;14.00.00;-200;-200;4,3;-200;-200;16,3;55,3;1,0146
08/05/2004;15.00.00;-200;-200;6,5;-200;-200;20,0;40,4;0,9354
08/05/2004;16.00.00;-200;-200;5,4;-200;-200;19,8;35,4;0,8099
08/05/2004;17.00.00;-200;-200;7,1;-200;-200;19,8;33,6;0,7670
08/05/2004;18.00.00;-200;-200;9,5;-200;-200;17,8;38,5;0,7763
08/05/2004;19.00.00;-200;-200;17,0;-200;-200;16,7;44,6;0,8393
08/05/2004;20.00.00;-200;-200;15,4;-200;-200;15,1;51,8;0,8816
08/05/2004;21.00.00;-200;-200;9,9;-200;-200;14,1;56,2;0,9028
08/05/2004;22.00.00;-200;-200;9,3;-200;-200;13,8;58,3;0,9147
08/05/2004;23.00.00;-200;-200;6,9;-200;-200;13,7;59,7;0,9285
09/05/2004;00.00.00;-200;-200;7,1;-200;-200;13,7;60,3;0,9405
09/05/2004;01.00.00;-200;-200;9,0;-200;-200;12,7;64,9;0,9506
09/05/2004;02.00.00;-200;-200;8,3;-200;-200;12,6;65,4;0,9529
09/05/2004;03.00.00;-200;-200;8,7;-200;-200;12,1;68,6;0,9640
09/05/2004;04.00.00;-200;-200;8,4;-200;-200;12,3;68,0;0,9722
09/05/2004;05.00.00;-200;-200;8,1;-200;-200;11,9;71,1;0,9899
09/05/2004;06.00.00;-200;-200;5,2;-200;-200;11,3;73,8;0,9848
09/05/2004;07.00.00;-200;-200;4,5;-200;-200;13,1;62,6;0,9419
09/05/2004;08.00.00;-200;-200;2,6;-200;-200;16,8;46,8;0,8881
09/05/2004;09.00.00;-200;-200;4,8;-200;-200;17,9;44,8;0,9104
09/05/2004;10.00.00;-200;-200;4,5;-200;-200;17,8;49,5;0,9986
09/05/2004;11.00.00;-200;-200;4,9;-200;-200;18,8;46,4;0,9968
09/05/2004;12.00.00;-200;-200;5,8;-200;-200;19,3;44,0;0,9783
09/05/2004;13.00.00;-200;-200;4,1;-200;-200;14,7;68,4;1,1405
09/05/2004;14.00.00;-200;-200;4,8;-200;-200;15,6;65,8;1,1577
09/05/2004;15.00.00;-200;-200;7,0;-200;-200;17,7;54,0;1,0826
09/05/2004;16.00.00;-200;-200;4,8;-200;-200;17,8;46,7;0,9466
09/05/2004;17.00.00;-200;-200;5,4;-200;-200;17,8;44,4;0,8967
09/05/2004;18.00.00;-200;-200;6,3;-200;-200;17,8;44,3;0,8929
09/05/2004;19.00.00;-200;-200;10,1;-200;-200;16,4;47,8;0,8851
09/05/2004;20.00.00;-200;-200;10,2;-200;-200;15,6;51,6;0,9063
09/05/2004;21.00.00;-200;-200;8,4;-200;-200;14,9;55,0;0,9228
09/05/2004;22.00.00;-200;-200;8,9;-200;-200;13,8;59,8;0,9398
09/05/2004;23.00.00;-200;-200;8,8;-200;-200;13,8;62,1;0,9721
10/05/2004;00.00.00;-200;-200;6,5;-200;-200;13,9;61,1;0,9656
10/05/2004;01.00.00;-200;-200;3,0;-200;-200;14,9;57,6;0,9684
10/05/2004;02.00.00;-200;-200;1,8;-200;-200;14,4;60,1;0,9797
10/05/2004;03.00.00;-200;-200;1,3;-200;-200;13,8;63,2;0,9952
10/05/2004;04.00.00;-200;-200;1,8;-200;-200;14,2;62,9;1,0136
10/05/2004;05.00.00;-200;-200;2,6;-200;-200;14,0;63,8;1,0167
10/05/2004;06.00.00;-200;-200;9,8;-200;-200;13,4;67,4;1,0292
10/05/2004;07.00.00;-200;-200;31,5;-200;-200;14,7;62,3;1,0351
10/05/2004;08.00.00;-200;-200;35,2;-200;-200;16,0;57,3;1,0342
10/05/2004;09.00.00;4,4;-200;20,2;257;117;17,8;51,1;1,0362
10/05/2004;10.00.00;2,5;-200;13,4;178;107;20,0;45,0;1,0379
10/05/2004;11.00.00;2,1;-200;11,7;145;95;20,3;44,1;1,0392
10/05/2004;12.00.00;2,4;-200;13,4;137;93;20,7;42,4;1,0248
10/05/2004;13.00.00;2,2;-200;12,9;139;104;20,8;40,6;0,9888
10/05/2004;14.00.00;2,2;-200;13,4;130;102;21,5;39,7;1,0042
10/05/2004;15.00.00;2,3;-200;13,7;148;109;25,0;30,1;0,9394
10/05/2004;16.00.00;2,1;-200;14,2;120;97;25,2;29,7;0,9371
10/05/2004;17.00.00;2,5;-200;17,8;132;104;23,4;32,0;0,9100
10/05/2004;18.00.00;3,6;-200;22,0;188;124;21,0;37,8;0,9298
10/05/2004;19.00.00;4;-200;24,4;204;135;19,2;45,7;1,0084
10/05/2004;20.00.00;3;-200;16,3;167;122;17,7;50,9;1,0232
10/05/2004;21.00.00;2,1;-200;12,4;128;109;16,8;53,6;1,0167
10/05/2004;22.00.00;1,7;-200;9,6;106;95;15,8;56,2;1,0033
10/05/2004;23.00.00;1,1;-200;6,4;88;86;16,0;56,5;1,0166
11/05/2004;00.00.00;0,9;-200;6,0;77;78;14,2;64,1;1,0346
11/05/2004;01.00.00;0,4;-200;2,8;36;53;15,0;59,8;1,0142
11/05/2004;02.00.00;0,2;-200;1,6;28;43;14,3;61,9;1,0031
11/05/2004;03.00.00;0,2;-200;1,6;-200;-200;12,8;66,0;0,9690
11/05/2004;04.00.00;-200;-200;1,8;46;53;11,4;70,5;0,9484
11/05/2004;05.00.00;0,6;-200;3,6;55;48;12,0;68,0;0,9547
11/05/2004;06.00.00;1,4;-200;8,4;135;64;11,3;70,4;0,9443
11/05/2004;07.00.00;4,6;-200;27,5;327;95;12,7;65,6;0,9620
11/05/2004;08.00.00;5,5;-200;31,0;383;120;14,5;59,8;0,9795
11/05/2004;09.00.00;4,8;-200;26,0;366;153;17,5;49,8;0,9877
11/05/2004;10.00.00;4,5;-200;22,6;322;163;21,9;35,2;0,9128
11/05/2004;11.00.00;3;-200;18,3;188;119;23,5;29,5;0,8435
11/05/2004;12.00.00;2,5;-200;13,9;144;96;24,3;29,8;0,8926
11/05/2004;13.00.00;2,3;-200;14,4;132;94;23,8;31,7;0,9212
11/05/2004;14.00.00;2;-200;11,6;117;86;24,2;31,2;0,9257
11/05/2004;15.00.00;1,9;-200;12,2;121;91;26,5;27,2;0,9282
11/05/2004;16.00.00;1,9;-200;12,4;124;97;25,7;28,4;0,9248
11/05/2004;17.00.00;3,5;-200;21,1;188;125;26,3;27,5;0,9306
11/05/2004;18.00.00;4,6;-200;29,9;226;140;24,4;31,6;0,9545
11/05/2004;19.00.00;6,3;-200;34,3;266;158;23,1;35,3;0,9845
11/05/2004;20.00.00;5;-200;26,1;269;159;21,1;40,2;0,9970
11/05/2004;21.00.00;3,3;-200;18,1;183;128;19,2;52,3;1,1516
11/05/2004;22.00.00;2,7;-200;14,2;167;114;18,1;58,7;1,2072
11/05/2004;23.00.00;2,2;-200;12,4;138;100;17,3;58,8;1,1494
12/05/2004;00.00.00;1,7;-200;8,7;105;88;16,9;58,8;1,1250
12/05/2004;01.00.00;0,8;-200;5,2;54;67;17,6;57,6;1,1484
12/05/2004;02.00.00;0,8;-200;4,6;58;65;15,6;63,9;1,1287
12/05/2004;03.00.00;0,6;-200;3,1;-200;-200;14,9;65,7;1,1073
12/05/2004;04.00.00;-200;-200;2,7;37;47;15,6;62,2;1,0961
12/05/2004;05.00.00;0,8;-200;4,7;84;57;14,0;68,3;1,0884
12/05/2004;06.00.00;1,5;-200;9,6;134;73;14,5;65,7;1,0804
12/05/2004;07.00.00;4,1;-200;23,6;279;95;15,5;62,2;1,0875
12/05/2004;08.00.00;5,9;-200;37,4;333;110;17,0;56,8;1,0909
12/05/2004;09.00.00;5,1;-200;26,6;336;121;18,8;52,4;1,1285
12/05/2004;10.00.00;3,9;-200;22,0;280;108;19,7;51,9;1,1796
12/05/2004;11.00.00;3,4;-200;17,9;275;125;20,9;44,6;1,0872
12/05/2004;12.00.00;3,3;-200;22,7;207;117;21,9;43,3;1,1265
12/05/2004;13.00.00;5,1;-200;29,3;305;131;20,4;55,7;1,3205
12/05/2004;14.00.00;3,1;-200;14,7;236;126;17,4;67,0;1,3250
12/05/2004;15.00.00;2,5;-200;12,6;183;114;17,1;64,0;1,2413
12/05/2004;16.00.00;2,4;-200;12,7;162;123;17,3;61,1;1,1957
12/05/2004;17.00.00;2,8;-200;13,0;157;116;17,7;56,3;1,1300
12/05/2004;18.00.00;2,9;-200;13,4;136;107;17,4;48,6;0,9559
12/05/2004;19.00.00;3,4;-200;14,8;166;123;17,6;43,7;0,8698
12/05/2004;20.00.00;2,2;-200;9,4;136;112;16,7;47,2;0,8920
12/05/2004;21.00.00;1,6;-200;6,9;112;101;16,8;45,6;0,8636
12/05/2004;22.00.00;1,3;-200;5,2;87;91;16,1;52,0;0,9460
12/05/2004;23.00.00;1,3;-200;5,7;86;88;15,5;57,1;0,9960
13/05/2004;00.00.00;1,6;-200;6,5;98;96;16,2;50,2;0,9156
13/05/2004;01.00.00;1,2;-200;4,7;62;75;16,4;50,5;0,9380
13/05/2004;02.00.00;0,6;-200;2,5;32;47;16,2;52,8;0,9626
13/05/2004;03.00.00;0,4;-200;1,4;-200;-200;16,0;53,7;0,9723
13/05/2004;04.00.00;-200;-200;1,0;21;25;16,2;53,0;0,9672
13/05/2004;05.00.00;0,4;-200;1,7;41;49;16,2;53,7;0,9799
13/05/2004;06.00.00;1;-200;4,5;86;85;15,9;55,3;0,9910
13/05/2004;07.00.00;2;-200;9,4;174;106;16,2;55,6;1,0151
13/05/2004;08.00.00;3,6;-200;17,9;264;136;16,0;59,3;1,0711
13/05/2004;09.00.00;2,4;-200;10,6;211;119;16,6;55,6;1,0420
13/05/2004;10.00.00;2,4;-200;11,0;208;122;17,4;51,8;1,0220
13/05/2004;11.00.00;1,6;-200;7,2;139;90;17,6;49,7;0,9944
13/05/2004;12.00.00;1,9;-200;8,7;138;97;17,2;52,8;1,0236
13/05/2004;13.00.00;2,4;-200;11,1;142;98;18,2;49,6;1,0268
13/05/2004;14.00.00;1,7;-200;7,9;131;93;19,5;45,0;1,0114
13/05/2004;15.00.00;2,1;-200;9,8;132;98;19,5;45,5;1,0189
13/05/2004;16.00.00;3,1;-200;16,4;178;123;19,8;44,3;1,0104
13/05/2004;17.00.00;4,6;-200;22,6;228;148;20,3;43,1;1,0114
13/05/2004;18.00.00;4,5;-200;20,2;232;148;20,3;44,4;1,0457
13/05/2004;19.00.00;3,9;-200;21,7;204;133;19,8;47,9;1,0920
13/05/2004;20.00.00;4,6;-200;21,2;250;141;19,1;52,3;1,1486
13/05/2004;21.00.00;3,3;-200;15,9;208;131;18,2;54,7;1,1336
13/05/2004;22.00.00;2,7;-200;12,0;158;121;17,8;55,0;1,1097
13/05/2004;23.00.00;3,3;-200;17,4;197;123;17,5;56,4;1,1175
14/05/2004;00.00.00;2,5;-200;15,0;152;107;17,3;57,8;1,1298
14/05/2004;01.00.00;2,1;-200;11,1;112;104;16,8;57,5;1,0912
14/05/2004;02.00.00;1,3;-200;6,9;75;91;16,3;57,0;1,0484
14/05/2004;03.00.00;1;-200;5,1;-200;-200;16,2;56,3;1,0262
14/05/2004;04.00.00;-200;-200;6,1;74;87;15,5;59,9;1,0498
14/05/2004;05.00.00;1,2;-200;6,5;116;102;16,0;58,3;1,0481
14/05/2004;06.00.00;1,5;-200;8,4;118;95;17,2;52,3;1,0169
14/05/2004;07.00.00;3,7;-200;22,8;272;140;18,5;49,4;1,0397
14/05/2004;08.00.00;-200;-200;29,1;-200;-200;20,0;45,6;1,0524
14/05/2004;09.00.00;3,3;-200;13,6;258;138;21,0;37,9;0,9313
14/05/2004;10.00.00;2,5;-200;11,1;186;113;22,8;32,4;0,8870
14/05/2004;11.00.00;1,9;-200;10,0;130;101;25,5;25,6;0,8218
14/05/2004;12.00.00;2;-200;10,5;134;97;25,9;23,6;0,7771
14/05/2004;13.00.00;2,5;-200;13,0;148;114;27,7;20,8;0,7599
